Solution_ID,Economic_Cost,Matching_Index,PV,WT,GT,HP,EC,AC,ES,HS,CS
23,532069.5353664588,440.6460423689348,390.42878039327917,5.864866132998568,507.6501182757569,369.9685586666095,393.56333804241416,67.85594288809422,0.011301890098649708,575.7025392332151,71.17082563435228
30,538559.0105154838,436.9349404355983,381.4882955293233,0.15705210925787752,550.3475792663031,347.6534418641163,354.52346511268735,15.575662888575634,2.385694286967021,1189.6081851362055,0.0
6,538578.8061900248,436.68216823399325,381.4882955293233,0.0,550.3475792663031,346.45792680889366,354.45252091308544,3.4884297367097474,0.0,1198.4991046960718,0.0
7,542140.3426647583,434.09795826370083,450.40250781216173,1.134651983583559,467.7376861008097,337.7795339026831,410.3591708275166,1.2605482212088885,2.232543528636475,1371.4000135421034,478.76990364232654
29,545183.668287134,431.578030954341,450.07994072288983,2.2515320631521387,519.7972336649299,329.505791576199,334.7064469760187,12.856049197619,8.34341293322137,1379.0340906374113,390.34138484932754
45,550537.1808948427,430.0764311923983,450.40250781216173,1.1637859138399096,471.99306303316575,312.16625672471486,409.53918788550004,1.2605482212088885,0.039641211015112976,1371.4000135421034,731.4284550088155
8,555532.6726612074,427.5633105332044,468.6127148391794,28.436294245592684,492.02928411228106,306.52087732893665,407.0752493510264,7.329377419286819,9.84250609663809,1149.4295913721633,41.92382229116913
22,556837.1322856218,426.59981099937596,604.4414195772027,0.0,431.7524705249859,308.4843585959167,334.4607384156195,65.96249050646935,0.045027681515035056,982.4534142504517,44.2911650976106
21,562748.9306007318,426.47181852328015,603.1346465498798,0.0,525.8745786417479,308.4843585959167,426.1145128033883,65.96249050646935,0.045027681515035056,982.3559698674246,59.59177657901864
17,569180.3908997842,422.86503931684877,634.2290128345415,0.0,525.4634679439417,286.72593633961884,378.16086200571226,1.4499421139281168,0.0,1085.3758198505934,64.02558768360834
14,573424.1495474756,421.86072723803306,634.2290128345415,40.746822506453114,525.4634679439417,286.72593633961884,378.16086200571226,3.6148322532934642,0.0,1425.9525169630572,64.02558768360834
10,584550.3636244951,420.31510567007876,721.5088357782693,93.06663191021525,525.8256042755177,283.68722940800404,410.9198261198166,11.418740661239939,0.014882109314435463,982.1624929513349,66.71624917815159
33,584990.2637775491,420.31235264580727,721.5088357782693,91.56451448512404,537.5403392650079,283.68722940800404,410.9198261198166,11.418740661239939,0.014882109314435463,982.1624929513349,66.71624917815159
31,594987.9432567268,419.4351110287439,665.4251823778657,224.09950098177714,525.8706619485979,283.77684549135597,406.7525082898935,1.3983700639331302,2.2174315753640648,1374.9973381303985,53.034129283915114
32,599221.4352290991,419.1899674374589,718.9353312605539,241.64550337007097,525.8706619485979,283.77684549135597,411.1238636227205,15.039645066275268,2.4585442591872395,955.3217028908427,61.38754990674611
19,610285.1319075833,418.92138143898813,757.6611440780647,232.88163562243588,591.5175737238922,273.3776001935451,427.475787621381,153.2707792175568,0.2491448571440298,757.4025827782938,127.48016764283007
27,617355.9082505107,418.75928697325156,723.2429591840547,217.1773455592914,535.4012958238009,227.0865829078164,378.3261140620698,29.436397964209043,0.006709520241488136,1128.9316182408277,65.0361638543
5,632589.4424074637,418.2345498012154,723.2378146742562,220.80079997576223,777.3995474053903,225.34037548388787,414.91967154585785,67.50231279499953,0.0,1134.154821169733,337.34680121857343
43,637428.2447973235,417.5306136480155,776.038656253885,181.547838971791,705.7961504420637,194.1007605621479,335.001997067189,128.2235389995484,0.6234585439792169,978.3117208254818,243.6576234658852
