ele_load(kW),heat_load(kW),cool_load(kW),solarRadiation(W/m-2),windSpeed(m/s),temperature(C)
1445.2545,440.12409999999994,191.8277,0.0,4.12,4.9
1462.6670000000001,445.4267,194.1388,0.0,4.11,4.84
1483.26,450.0222,196.8721,0.0,3.93,4.8
1503.8529,466.46389999999997,199.6054,0.0,3.55,4.76
1759.5682000000002,551.745,233.5463,0.0,3.14,4.75
1786.0734999999997,562.074,237.0643,0.0,2.85,4.73
1843.3531,584.2649,244.667,0.0,2.78,4.7
1948.4407,643.9879999999999,258.6152,0.0,2.82,4.67
2101.4161,720.6631,278.9196,0.0,2.98,4.65
2255.154,798.8636,299.32509999999996,0.0,3.15,4.66
2399.9836999999998,877.2814,318.54830000000004,0.0,3.25,4.63
2528.3899,929.9315000000001,335.5915,0.0,3.35,4.57
2612.5196,957.9225,346.75800000000004,17.68,3.48,4.54
2654.5071999999996,952.3256999999999,352.33099999999996,45.44,3.81,4.55
2676.6977,945.1668,355.2763,46.35,4.04,4.51
2678.4952999999996,927.6455000000001,355.51489999999995,34.07,4.08,4.55
2658.0252,899.536,352.7979,44.69,3.89,4.68
2621.7992,848.771,347.9897,49.35,3.7,4.78
2568.8206,822.9134999999999,340.95779999999996,18.28,3.54,4.75
2493.0095,812.7100999999999,330.8955,17.81,3.07,4.58
2403.9552,816.2688,319.0754,0.0,2.58,4.29
2318.2743,797.6518000000001,307.703,0.0,2.89,4.17
2224.0525,785.3335000000001,295.197,0.0,3.18,4.13
2125.8327,760.2578,282.1604,0.0,3.29,4.1
2055.0504,744.2307,272.7655,0.0,3.38,4.07
1996.6195,727.5814999999999,265.01,0.0,3.33,4.05
1925.7587000000003,690.8813,255.6047,0.0,3.24,3.99
1874.9598999999998,653.5929,248.8622,0.0,3.11,3.93
1759.5682000000002,591.5021,233.5463,0.0,3.0,3.85
1786.0734999999997,580.2342,237.0643,0.0,3.08,3.73
1843.3531,578.0173,244.667,0.0,3.2,3.65
1948.4407,608.7683000000001,258.6152,0.0,3.23,3.65
2101.4161,661.3118,278.9196,0.0,3.13,3.7
2255.154,719.8838000000001,299.32509999999996,0.0,3.02,3.67
2399.9836999999998,766.1158,318.54830000000004,0.0,2.82,3.64
2528.3899,812.8182,335.5915,0.0,3.38,3.55
2612.5196,845.7668000000001,346.75800000000004,14.88,3.5,3.39
2654.5071999999996,850.363,352.33099999999996,41.84,3.81,3.87
2676.6977,848.3997,355.2763,45.59,3.69,4.83
2678.4952999999996,836.8655,355.51489999999995,67.89,3.75,6.02
2658.0252,827.467,352.7979,54.3,3.79,6.83
2621.7992,822.1134999999999,347.9897,73.14,3.89,7.38
2568.8206,825.8156,340.95779999999996,50.98,3.66,7.56
2493.0095,815.5264999999999,330.8955,19.38,3.28,7.03
2403.9552,835.2797,319.0754,0.0,3.26,6.52
2318.2743,839.5565000000001,307.703,0.0,3.52,6.8
2224.0525,797.8965,295.197,0.0,3.77,6.98
2125.8327,810.6921000000001,282.1604,0.0,4.15,7.14
2055.0504,790.6640999999998,272.7655,0.0,4.24,7.16
1996.6195,792.9956,265.01,0.0,4.11,6.98
1925.7587000000003,771.3787,255.6047,0.0,4.0,6.73
1874.9598999999998,767.9765,248.8622,0.0,3.99,6.51
1759.5682000000002,738.6032,233.5463,0.0,4.22,6.27
1786.0734999999997,749.7292,237.0643,0.0,4.44,6.15
1843.3531,784.1856,244.667,0.0,4.41,6.08
1948.4407,837.6962000000001,258.6152,0.0,4.35,6.04
2101.4161,910.5872,278.9196,0.0,4.33,6.01
2255.154,977.2050999999999,299.32509999999996,0.0,4.42,6.04
2399.9836999999998,1029.1173000000001,318.54830000000004,0.0,4.9,6.01
2528.3899,1109.886,335.5915,0.0,5.51,5.95
2612.5196,1143.8648,346.75800000000004,13.48,5.5,5.82
2654.5071999999996,1090.2750999999998,352.33099999999996,38.26,5.38,5.77
2676.6977,1069.1496,355.2763,52.72,5.55,5.99
2678.4952999999996,985.1396000000001,355.51489999999995,77.98,5.83,6.49
2658.0252,908.5446,352.7979,86.89,5.64,6.98
2621.7992,881.3523999999999,347.9897,36.26,5.13,7.39
2568.8206,895.4659999999999,340.95779999999996,25.23,4.89,7.69
2493.0095,916.9187,330.8955,14.77,4.8,7.65
2403.9552,935.7659,319.0754,0.0,5.25,7.24
2318.2743,894.5565000000001,307.703,0.0,5.72,6.83
2224.0525,855.6863000000001,295.197,0.0,5.91,6.58
2125.8327,817.8971,282.1604,0.0,5.96,6.37
2055.0504,799.9508000000001,272.7655,0.0,5.88,6.17
1996.6195,772.6947,265.01,0.0,5.77,6.05
1925.7587000000003,734.3933999999999,255.6047,0.0,5.93,6.37
1874.9598999999998,710.7847,248.8622,0.0,5.92,6.77
1759.5682000000002,655.1134000000001,233.5463,0.0,6.11,7.13
1786.0734999999997,648.8393,237.0643,0.0,6.57,7.5
1843.3531,657.1526000000001,244.667,0.0,6.74,7.83
1948.4407,681.4089,258.6152,0.0,7.06,8.19
2101.4161,727.7852,278.9196,0.0,7.26,8.54
2255.154,775.934,299.32509999999996,0.0,7.3,8.67
2399.9836999999998,836.6111,318.54830000000004,0.0,7.81,8.67
2528.3899,887.0851000000001,335.5915,0.0,7.91,8.65
2612.5196,925.4563,346.75800000000004,12.27,7.94,8.62
2654.5071999999996,925.3356,352.33099999999996,36.08,8.33,8.68
2676.6977,920.975,355.2763,43.55,8.87,8.83
2678.4952999999996,906.4635000000001,355.51489999999995,68.11,9.39,8.94
2658.0252,890.5274,352.7979,68.66,9.56,8.87
2621.7992,878.3904999999999,347.9897,60.93,9.31,8.72
2568.8206,866.445,340.95779999999996,25.91,8.92,8.62
2493.0095,866.2225999999999,330.8955,16.08,8.34,8.58
2403.9552,829.8480000000001,319.0754,0.0,8.1,8.48
2318.2743,821.2232,307.703,0.0,7.95,8.4
2224.0525,807.9469,295.197,0.0,7.7,8.37
2125.8327,769.8643000000001,282.1604,0.0,7.28,8.15
2055.0504,751.1956999999999,272.7655,0.0,6.5,7.76
1996.6195,729.8371,265.01,0.0,5.69,7.34
1925.7587000000003,706.1106,255.6047,0.0,5.4,7.01
1874.9598999999998,691.7208,248.8622,0.0,5.63,6.85
1759.5682000000002,657.1013,233.5463,0.0,6.54,6.43
1786.0734999999997,658.9283,237.0643,0.0,7.68,5.69
1843.3531,669.6477,244.667,0.0,8.34,5.04
1948.4407,712.2261,258.6152,0.0,8.73,4.63
2101.4161,758.6479,278.9196,0.0,8.24,4.32
2255.154,803.9590999999999,299.32509999999996,0.0,7.35,3.97
2399.9836999999998,839.3224,318.54830000000004,0.0,7.47,4.03
2528.3899,869.9466,335.5915,0.0,6.92,3.73
2612.5196,884.1358,346.75800000000004,18.16,6.49,3.31
2654.5071999999996,895.3466000000001,352.33099999999996,84.28,6.54,3.55
2676.6977,896.7833,355.2763,133.38,6.52,4.3
2678.4952999999996,891.3335000000001,355.51489999999995,164.31,7.02,5.12
2658.0252,872.5101,352.7979,155.76,7.58,5.54
2621.7992,851.7329,347.9897,133.2,7.67,5.4
2568.8206,831.6197999999999,340.95779999999996,94.67,6.71,4.86
2493.0095,798.6278,330.8955,34.4,4.78,3.45
2403.9552,772.8153,319.0754,0.0,3.63,1.17
2318.2743,747.8899,307.703,0.0,3.25,0.25
2224.0525,714.9808,295.197,0.0,3.09,-0.27
2125.8327,683.4054000000001,282.1604,0.0,2.97,-0.7
2055.0504,660.6505999999999,272.7655,0.0,2.91,-1.05
1996.6195,641.8664,265.01,0.0,2.9,-1.33
1925.7587000000003,621.262,255.6047,0.0,2.98,-1.6
1874.9598999999998,611.2286,248.8622,0.0,3.14,-1.79
2228.0138,731.3567999999999,295.7228,0.0,3.26,-1.72
2043.7307999999998,673.1738,271.263,0.0,3.3,-1.24
1859.4479000000001,612.4738,246.8033,0.0,3.31,-0.49
1761.539,580.2240999999999,233.80790000000002,0.0,3.34,0.03
1663.6301,551.7334,220.8125,0.0,3.38,0.02
1565.7212,528.1066999999999,207.81709999999998,0.0,3.49,0.06
1602.5401000000002,549.5777,212.7041,0.0,3.7,0.51
1639.3591000000001,564.0565,217.59099999999998,0.0,3.88,1.07
1643.918,567.4824000000001,218.19619999999998,18.74,3.95,1.37
1648.4770999999998,569.0561,218.8013,87.71,4.23,2.23
1653.0360999999998,559.4249,219.4064,181.7,4.46,3.19
1606.5137,549.1255,213.2315,224.28,4.42,4.14
1559.9913000000001,538.5107,207.0566,222.09,4.4,5.16
1495.3869,512.8304,198.4817,188.53,4.13,5.8
1430.7825,490.67490000000004,189.9068,118.65,3.2,5.59
1366.1781,470.0628,181.3319,34.59,2.69,3.78
1330.1542000000002,459.1707,176.5505,0.0,3.0,2.01
1294.1302,448.1972,171.769,0.0,3.01,1.76
1280.3538,446.319,169.9405,0.0,2.98,1.59
1266.5774000000001,438.6549,168.112,0.0,2.96,1.31
1252.8011,433.88370000000003,166.28349999999998,0.0,2.93,0.85
1254.6778,433.11619999999994,166.53259999999997,0.0,2.82,0.58
1256.5546000000002,435.1836,166.78169999999997,0.0,2.63,0.74
1241.4358,434.155,164.7749,0.0,2.41,0.95
1226.3168999999998,431.63849999999996,162.7682,0.0,2.55,0.97
1211.1981,426.31690000000003,160.76149999999998,0.0,2.52,0.77
1189.0524,419.8653999999999,157.82209999999998,0.0,2.48,0.76
1166.9067,412.04560000000004,154.8828,0.0,2.59,0.64
1181.4756,421.1943,156.8165,0.0,2.44,0.56
1196.0446000000002,430.44169999999997,158.7502,0.0,2.32,0.71
1210.6135,438.4203,160.6839,0.0,2.27,0.48
1251.7078999999999,457.54479999999995,166.1384,0.0,2.01,0.29
1292.8020999999999,474.0268,171.59279999999998,13.74,1.89,0.26
1315.2967999999998,479.30300000000005,174.5785,63.75,1.89,0.56
1337.7915,489.0115,177.56419999999997,88.88,1.92,1.08
1360.2862,500.30769999999995,180.5499,130.98,2.03,1.61
1335.8113999999998,491.30600000000004,177.3014,126.48,2.05,2.05
1311.3367,476.37839999999994,174.0528,91.64,2.09,2.51
1308.6468,469.4874,173.69580000000002,64.25,2.18,2.64
1305.9569000000001,465.57169999999996,173.33880000000002,19.62,2.08,2.49
1303.267,460.19559999999996,172.9818,0.0,1.6,2.25
1356.8483,477.58279999999996,180.0936,0.0,1.69,2.27
1410.4295000000002,499.62919999999997,187.2054,0.0,2.15,2.33
1427.842,504.1843,189.5165,0.0,2.34,2.26
1445.2545,508.7,191.8277,0.0,2.51,2.11
1462.6670000000001,513.1764,194.1388,0.0,3.01,2.11
1483.26,518.7258,196.8721,0.0,3.56,2.08
1503.8529,527.6265,199.6054,0.0,3.99,2.01
1759.5682000000002,621.3199,233.5463,0.0,4.32,1.98
1786.0734999999997,626.6436,237.0643,0.0,4.45,1.99
1843.3531,640.4926,244.667,0.0,4.51,2.02
1948.4407,672.6039,258.6152,0.0,4.68,2.09
2101.4161,739.6555000000001,278.9196,0.0,4.82,2.33
2255.154,788.6726999999998,299.32509999999996,0.0,4.9,2.58
2399.9836999999998,833.8997,318.54830000000004,0.0,4.96,2.79
2528.3899,875.6595,335.5915,0.0,4.71,2.8
2612.5196,895.9417,346.75800000000004,14.66,4.52,2.76
2654.5071999999996,895.3466000000001,352.33099999999996,82.91,4.83,3.33
2676.6977,887.7114,355.2763,139.62,5.05,4.11
2678.4952999999996,888.3075,355.51489999999995,150.59,5.07,4.93
2658.0252,884.5215999999999,352.7979,147.88,5.27,5.72
2621.7992,893.2001999999999,347.9897,130.84,5.48,6.06
2568.8206,872.2492,340.95779999999996,86.59,5.39,5.71
2493.0095,838.0581,330.8955,26.65,4.79,4.69
2403.9552,805.4055000000001,319.0754,0.0,4.05,3.05
2318.2743,771.4614,307.703,0.0,4.17,2.48
2224.0525,760.2075,295.197,0.0,4.09,1.98
2125.8327,755.4545000000002,282.1604,0.0,3.85,1.51
2055.0504,746.5523999999999,272.7655,0.0,3.52,1.19
1996.6195,738.8598,265.01,0.0,3.38,0.88
1925.7587000000003,723.5153999999999,255.6047,0.0,3.14,0.76
1874.9598999999998,704.43,248.8622,0.0,2.85,1.03
1759.5682000000002,661.077,233.5463,0.0,2.21,1.47
1786.0734999999997,671.0350999999999,237.0643,0.0,1.97,1.75
1843.3531,694.6378,244.667,0.0,2.06,1.73
1948.4407,734.2384000000001,258.6152,0.0,2.07,1.9
2101.4161,794.2587,278.9196,0.0,2.15,2.32
2255.154,849.8183,299.32509999999996,0.0,2.16,2.43
2399.9836999999998,912.5290000000001,318.54830000000004,0.0,2.41,2.75
2528.3899,969.9213000000001,335.5915,0.0,2.56,3.19
2612.5196,1014.0003,346.75800000000004,12.35,2.94,3.73
2654.5071999999996,1027.2982,352.33099999999996,49.55,3.92,4.45
2676.6977,1023.79,355.2763,79.18,4.18,4.99
2678.4952999999996,1024.4776000000002,355.51489999999995,73.84,4.69,5.51
2658.0252,1013.6451999999999,352.7979,82.17,5.26,6.14
2621.7992,1002.7923,347.9897,40.04,4.72,6.44
2568.8206,994.1373,340.95779999999996,19.69,4.62,6.32
2493.0095,970.4312999999999,330.8955,15.95,4.77,5.93
2403.9552,968.3560000000001,319.0754,0.0,5.07,5.59
2318.2743,941.6993000000001,307.703,0.0,5.22,5.51
2224.0525,900.9131,295.197,0.0,5.41,5.44
2125.8327,849.1183,282.1604,0.0,5.62,5.37
2055.0504,820.8458999999999,272.7655,0.0,5.78,5.3
1996.6195,795.2512999999999,265.01,0.0,5.8,5.16
1925.7587000000003,771.3787,255.6047,0.0,5.69,4.9
1874.9598999999998,761.6219,248.8622,0.0,5.71,4.59
1759.5682000000002,712.7610999999998,233.5463,0.0,5.86,4.44
1786.0734999999997,725.5156,237.0643,0.0,5.81,4.3
1843.3531,746.7005,244.667,0.0,5.67,4.17
1948.4407,787.0679000000001,258.6152,0.0,5.67,4.01
2101.4161,846.4878,278.9196,0.0,5.59,3.83
2255.154,908.4162,299.32509999999996,0.0,5.33,3.69
2399.9836999999998,969.4675,318.54830000000004,0.0,5.03,3.58
2528.3899,1027.0498,335.5915,0.0,4.79,3.58
2612.5196,1058.2722999999999,346.75800000000004,10.35,4.79,3.65
2654.5071999999996,1069.2828,352.33099999999996,57.95,4.83,3.78
2676.6977,1072.1735,355.2763,88.36,4.89,3.92
2678.4952999999996,1057.7636,355.51489999999995,86.73,5.1,4.12
2658.0252,1040.6711,352.7979,96.2,5.08,4.34
2621.7992,1020.564,347.9897,58.61,4.9,4.55
2568.8206,985.4309999999999,340.95779999999996,49.59,4.43,4.58
2493.0095,942.2667999999999,330.8955,22.03,3.71,4.26
2403.9552,889.5966000000001,319.0754,0.0,3.57,3.54
2318.2743,839.5565000000001,307.703,0.0,3.5,3.12
2224.0525,782.8208999999999,295.197,0.0,2.83,2.08
2125.8327,724.2332000000001,282.1604,0.0,3.14,1.94
2055.0504,679.2239,272.7655,0.0,3.63,2.23
1996.6195,650.8891,265.01,0.0,3.52,1.98
1925.7587000000003,603.8571000000001,255.6047,0.0,3.75,1.82
1874.9598999999998,590.0464,248.8622,0.0,3.7,1.69
1759.5682000000002,551.745,233.5463,0.0,3.56,1.69
1786.0734999999997,558.0385,237.0643,0.0,3.47,1.44
1843.3531,580.0998,244.667,0.0,3.38,1.15
1948.4407,619.7744,258.6152,0.0,3.38,0.99
2101.4161,666.0598999999999,278.9196,0.0,3.38,0.99
2255.154,732.6225,299.32509999999996,0.0,3.48,0.99
2399.9836999999998,787.8067,318.54830000000004,0.0,3.75,0.93
2528.3899,832.8131,335.5915,0.0,3.75,0.72
2612.5196,860.5241000000001,346.75800000000004,11.81,3.84,0.47
2654.5071999999996,871.3553999999999,352.33099999999996,80.12,4.23,0.64
2676.6977,875.6155,355.2763,158.38,4.53,1.42
2678.4952999999996,851.9955,355.51489999999995,207.63,4.85,2.59
2658.0252,857.4956999999999,352.7979,213.05,5.29,3.57
2621.7992,845.809,347.9897,176.92,5.5,4.0
2568.8206,840.3261,340.95779999999996,100.28,5.3,3.8
2493.0095,818.3429999999998,330.8955,25.37,4.64,2.54
2403.9552,780.9629,319.0754,0.0,5.41,1.5
2318.2743,774.0804,307.703,0.0,6.38,1.45
2224.0525,742.6194,295.197,0.0,6.78,1.71
2125.8327,712.2251,282.1604,0.0,7.22,1.8
2055.0504,690.8322999999999,272.7655,0.0,7.52,1.51
1996.6195,675.7013000000001,265.01,0.0,7.93,1.24
1925.7587000000003,640.8424,255.6047,0.0,8.4,1.06
1874.9598999999998,606.9920999999999,248.8622,0.0,8.99,1.12
1759.5682000000002,549.7572,233.5463,0.0,9.54,1.33
1786.0734999999997,543.9139,237.0643,0.0,10.0,1.69
1843.3531,559.2747999999999,244.667,0.0,10.37,2.16
1948.4407,610.9694999999999,258.6152,0.0,10.51,2.37
2101.4161,675.5561,278.9196,0.0,10.43,2.42
2255.154,768.2908,299.32509999999996,0.0,9.99,2.45
2399.9836999999998,839.3224,318.54830000000004,0.0,10.13,2.62
2528.3899,904.2237000000001,335.5915,0.0,9.38,2.83
2612.5196,957.9225,346.75800000000004,8.18,8.99,3.22
2654.5071999999996,964.3213,352.33099999999996,36.17,8.89,3.56
2676.6977,960.2866,355.2763,43.98,8.86,3.81
2678.4952999999996,948.8275,355.51489999999995,74.38,8.79,4.07
2658.0252,944.5790999999999,352.7979,38.7,8.78,4.27
2621.7992,937.6295,347.9897,38.26,8.78,4.39
2568.8206,921.5848,340.95779999999996,10.28,8.72,4.52
2493.0095,900.02,330.8955,13.84,8.58,4.63
2403.9552,867.8697999999999,319.0754,0.0,8.55,4.71
2318.2743,836.9375,307.703,0.0,8.69,4.87
2224.0525,830.5603,295.197,0.0,8.81,5.1
2125.8327,829.9052,282.1604,0.0,8.79,5.33
2055.0504,820.8458999999999,272.7655,0.0,8.67,5.54
1996.6195,817.8078,265.01,0.0,8.71,5.77
1925.7587000000003,804.0128,255.6047,0.0,8.81,6.02
1874.9598999999998,789.1587,248.8622,0.0,8.77,6.14
2228.0138,975.5129999999999,295.7228,0.0,8.66,6.17
2043.7307999999998,924.8420000000001,271.263,0.0,8.56,6.2
1859.4479000000001,845.6505000000001,246.8033,0.0,8.39,6.2
1761.539,826.9938999999999,233.80790000000002,0.0,8.16,6.19
1663.6301,769.7517,220.8125,0.0,8.23,6.7
1565.7212,742.1383000000001,207.81709999999998,0.0,8.88,7.5
1602.5401000000002,761.4005999999999,212.7041,0.0,9.13,7.86
1639.3591000000001,791.8584,217.59099999999998,0.0,8.94,7.87
1643.918,786.6317999999999,218.19619999999998,8.2,8.36,7.75
1648.4770999999998,749.704,218.8013,36.95,7.67,7.76
1653.0360999999998,688.2823000000001,219.4064,81.88,7.33,7.96
1606.5137,627.168,213.2315,107.12,7.51,8.23
1559.9913000000001,586.0951,207.0566,104.29,7.84,8.44
1495.3869,556.7547,198.4817,82.52,8.39,8.6
1430.7825,550.4821000000001,189.9068,45.38,8.01,8.42
1366.1781,541.0603,181.3319,18.95,7.26,7.87
1330.1542000000002,561.3561,176.5505,0.0,6.83,7.48
1294.1302,541.7671,171.769,0.0,6.28,7.34
1280.3538,546.1251,169.9405,0.0,6.28,7.24
1266.5774000000001,534.5253,168.112,0.0,6.76,7.28
1252.8011,532.9574,166.28349999999998,0.0,7.01,7.26
1254.6778,516.7463,166.53259999999997,0.0,7.31,7.15
1256.5546000000002,513.2604,166.78169999999997,0.0,6.9,6.9
1241.4358,505.6824,164.7749,0.0,6.84,6.68
1226.3168999999998,496.75309999999996,162.7682,0.0,7.27,6.62
1211.1981,489.26050000000004,160.76149999999998,0.0,7.59,6.4
1189.0524,483.0014,157.82209999999998,0.0,8.24,6.33
1166.9067,472.6874,154.8828,0.0,8.64,6.47
1181.4756,477.25410000000005,156.8165,0.0,9.3,6.71
1196.0446000000002,483.13919999999996,158.7502,0.0,9.95,7.01
1210.6135,487.6567,160.6839,0.0,10.56,7.15
1251.7078999999999,505.6243,166.1384,0.0,11.14,7.19
1292.8020999999999,514.9216,171.59279999999998,7.4,11.57,7.44
1315.2967999999998,519.4234,174.5785,28.73,11.78,7.82
1337.7915,522.2613,177.56419999999997,18.09,12.12,8.08
1360.2862,521.8225,180.5499,48.95,12.01,8.42
1335.8113999999998,513.9428,177.3014,63.83,11.29,8.76
1311.3367,503.04479999999995,174.0528,68.55,10.32,9.03
1308.6468,503.49129999999997,173.69580000000002,36.38,9.52,9.25
1305.9569000000001,500.9811,173.33880000000002,17.14,8.92,8.77
1303.267,504.36620000000005,172.9818,0.0,8.31,7.71
1356.8483,525.1022,180.0936,0.0,8.13,6.92
1410.4295000000002,545.8383,187.2054,0.0,8.19,6.43
1427.842,549.3507,189.5165,0.0,8.28,6.15
1445.2545,593.6034999999999,191.8277,0.0,8.15,5.99
1462.6670000000001,613.9748,194.1388,0.0,7.78,5.79
1483.26,630.9975,196.8721,0.0,8.45,6.1
1503.8529,649.9518,199.6054,0.0,8.78,6.36
1759.5682000000002,758.4817999999999,233.5463,0.0,7.95,6.04
1786.0734999999997,773.9427000000001,237.0643,0.0,8.08,5.58
1843.3531,798.7631999999999,244.667,0.0,7.96,5.17
1948.4407,848.7023000000002,258.6152,0.0,8.01,5.02
2101.4161,917.7094000000001,278.9196,0.0,7.86,4.84
2255.154,995.0392999999999,299.32509999999996,0.0,7.7,4.58
2399.9836999999998,1042.6741,318.54830000000004,0.0,7.36,4.45
2528.3899,1121.3117,335.5915,0.0,7.51,4.79
2612.5196,1155.6706,346.75800000000004,7.7,7.52,5.28
2654.5071999999996,1129.2608,352.33099999999996,49.99,7.56,5.78
2676.6977,1099.3892999999998,355.2763,98.99,7.23,6.2
2678.4952999999996,1045.6596,355.51489999999995,118.82,6.87,6.44
2658.0252,992.6251,352.7979,121.64,6.27,6.51
2621.7992,961.3250999999999,347.9897,83.99,5.7,6.51
2568.8206,953.5079,340.95779999999996,41.83,5.1,6.31
2493.0095,978.8806,330.8955,15.73,4.41,5.9
2403.9552,984.6510000000001,319.0754,0.0,4.94,5.67
2318.2743,946.9374,307.703,0.0,5.88,5.45
2224.0525,915.9887,295.197,0.0,6.29,5.01
2125.8327,889.9461,282.1604,0.0,6.78,4.5
2055.0504,851.0275999999999,272.7655,0.0,7.19,4.15
1996.6195,840.3644,265.01,0.0,7.23,4.01
1925.7587000000003,810.5396,255.6047,0.0,7.12,4.05
1874.9598999999998,784.9222,248.8622,0.0,6.64,3.92
1759.5682000000002,750.5303,233.5463,0.0,6.39,3.55
1786.0734999999997,771.9248999999999,237.0643,0.0,6.17,3.14
1843.3531,794.5981999999999,244.667,0.0,5.64,2.68
1948.4407,824.4888000000001,258.6152,0.0,5.28,2.26
2101.4161,889.2207000000001,278.9196,0.0,5.06,2.01
2255.154,951.7276999999999,299.32509999999996,0.0,4.79,1.81
2399.9836999999998,1010.1378,318.54830000000004,0.0,4.46,1.68
2528.3899,1058.4704000000002,335.5915,0.0,3.75,1.57
2612.5196,1096.6413,346.75800000000004,9.54,3.19,1.62
2654.5071999999996,1072.2817,352.33099999999996,77.5,3.55,2.59
2676.6977,1044.9578,355.2763,157.05,4.16,3.67
2678.4952999999996,994.2176000000001,355.51489999999995,191.45,4.27,4.3
2658.0252,968.6021,352.7979,179.78,4.55,4.71
2621.7992,943.5534,347.9897,154.17,4.81,4.81
2568.8206,930.2911,340.95779999999996,89.27,4.77,4.44
2493.0095,933.8173999999999,330.8955,23.42,4.92,3.49
2403.9552,911.3233,319.0754,0.0,5.52,2.5
2318.2743,891.9374,307.703,0.0,6.33,2.16
2224.0525,858.1989,295.197,0.0,6.94,2.06
2125.8327,832.3069,282.1604,0.0,7.38,1.94
2055.0504,837.0975999999999,272.7655,0.0,7.8,1.89
1996.6195,813.2964999999999,265.01,0.0,8.01,1.89
1925.7587000000003,793.1347999999999,255.6047,0.0,7.92,1.99
1874.9598999999998,782.804,248.8622,0.0,7.91,2.17
1759.5682000000002,736.6154000000001,233.5463,0.0,8.45,2.44
1786.0734999999997,737.6223999999999,237.0643,0.0,8.93,2.87
1843.3531,752.948,244.667,0.0,9.7,3.29
1948.4407,789.2691,258.6152,0.0,9.85,3.62
2101.4161,863.1062,278.9196,0.0,9.38,3.71
2255.154,903.3208,299.32509999999996,0.0,8.9,3.78
2399.9836999999998,945.0653,318.54830000000004,0.0,8.16,3.82
2528.3899,995.6291,335.5915,0.0,7.41,3.81
2612.5196,1014.0003,346.75800000000004,5.45,6.42,3.56
2654.5071999999996,1015.3026,352.33099999999996,27.96,6.04,3.08
2676.6977,1017.7420999999999,355.2763,35.16,5.72,2.36
2678.4952999999996,1006.3216,355.51489999999995,36.59,4.94,1.94
2658.0252,986.6193999999999,352.7979,42.41,4.56,1.83
2621.7992,967.2489999999999,347.9897,34.42,4.24,1.73
2568.8206,944.8016,340.95779999999996,17.9,4.01,1.67
2493.0095,916.9187,330.8955,13.06,3.79,1.6
2403.9552,878.7331999999999,319.0754,0.0,3.8,1.5
2318.2743,850.0327000000001,307.703,0.0,3.74,1.52
2224.0525,815.4847,295.197,0.0,3.52,1.69
2125.8327,786.6758,282.1604,0.0,3.23,1.92
2055.0504,767.4473999999999,272.7655,0.0,3.03,2.16
1996.6195,741.1153999999999,265.01,0.0,2.84,2.45
1925.7587000000003,725.6909999999999,255.6047,0.0,2.62,2.62
1874.9598999999998,712.9029,248.8622,0.0,2.41,2.65
1759.5682000000002,671.0161999999999,233.5463,0.0,2.25,2.64
1786.0734999999997,673.0528999999999,237.0643,0.0,2.36,2.69
1843.3531,692.5553,244.667,0.0,2.62,2.84
1948.4407,723.2322,258.6152,0.0,3.13,3.11
2101.4161,796.6327,278.9196,0.0,3.55,3.24
2255.154,877.8434,299.32509999999996,0.0,3.72,3.26
2399.9836999999998,947.7767,318.54830000000004,0.0,3.71,3.3
2528.3899,1012.7677,335.5915,0.0,3.95,3.41
2612.5196,1055.3208,346.75800000000004,6.12,4.41,3.53
2654.5071999999996,1033.2959999999998,352.33099999999996,36.25,4.94,3.73
2676.6977,984.4784,355.2763,48.44,5.36,4.07
2678.4952999999996,930.6715,355.51489999999995,69.77,5.52,4.35
2658.0252,923.559,352.7979,57.38,5.57,4.55
2621.7992,916.8958,347.9897,75.13,5.29,4.72
2568.8206,947.7036999999999,340.95779999999996,39.08,4.8,4.63
2493.0095,939.4503,330.8955,17.88,4.48,4.0
2403.9552,916.755,319.0754,0.0,4.34,3.03
2318.2743,899.7946000000001,307.703,0.0,4.37,2.31
2224.0525,863.2241,295.197,0.0,4.34,1.9
2125.8327,822.7003,282.1604,0.0,4.38,1.54
2055.0504,802.2725,272.7655,0.0,5.03,1.52
1996.6195,786.2286,265.01,0.0,5.36,1.31
1925.7587000000003,758.3250999999999,255.6047,0.0,5.85,1.17
1874.9598999999998,721.3757999999999,248.8622,0.0,5.98,0.77
1759.5682000000002,671.0161999999999,233.5463,0.0,6.45,0.49
1786.0734999999997,677.0885000000001,237.0643,0.0,7.13,0.27
1843.3531,694.6378,244.667,0.0,7.73,-0.04
1948.4407,729.8359000000002,258.6152,0.0,7.97,-0.38
2101.4161,772.8922,278.9196,0.0,7.95,-0.63
2255.154,811.6023,299.32509999999996,0.0,8.12,-0.74
2399.9836999999998,823.0543000000001,318.54830000000004,0.0,8.16,-0.86
2528.3899,792.8232,335.5915,0.0,8.03,-1.02
2612.5196,798.5433,346.75800000000004,7.61,7.89,-1.19
2654.5071999999996,790.385,352.33099999999996,59.26,7.87,-0.95
2676.6977,772.8005,355.2763,122.59,7.92,-0.15
2678.4952999999996,758.1895000000001,355.51489999999995,169.59,7.59,0.76
2658.0252,737.3806999999999,352.7979,188.56,7.14,1.47
2621.7992,721.4072,347.9897,153.9,6.6,1.88
2568.8206,703.9276,340.95779999999996,52.17,5.78,1.77
2493.0095,685.9698,330.8955,19.37,5.36,1.19
2403.9552,666.8975,319.0754,0.0,5.06,0.66
2318.2743,643.1281,307.703,0.0,4.63,0.4
